8,7,1482,1
3,4,1192,1
4,2,2667,0
1,5,1724,2
9,3,1727,0
3,4,2984,3
7,3,1750,3
5,2,2640,1
2,9,2251,1
7,1,1637,1
3,1,1265,4
3,2,2015,2
1,6,1575,3
7,0,2530,4
1,9,2198,1
0,8,2412,0
1,4,2079,4
4,5,1698,2
7,3,2911,4
8,0,1224,2
1,9,2668,1
4,1,2024,0
8,2,2294,0
7,1,2887,3
9,8,1657,3
6,3,1861,4
7,4,2135,0
8,8,2427,4
3,4,1505,4
1,6,1564,3
3,1,1516,0
9,0,2294,4
5,6,1741,3
4,0,1584,2
1,9,1904,3
3,3,2587,2
8,4,2858,3
3,5,1555,3
6,3,1804,2
5,1,1949,0
3,4,1520,3
7,3,1848,2
7,4,2411,1
6,2,1918,2
4,1,1147,4
6,9,1073,4
5,6,1177,3
6,5,2176,3
1,1,2966,0
7,1,1553,4
0,0,1615,1
1,9,1062,4
9,9,1402,3
3,7,1930,2
9,5,2215,2
8,6,1571,2
1,9,1457,4
7,5,1359,4
