0,5,2457,2
4,8,2033,0
5,4,2498,3
6,4,1522,3
4,5,1584,1
4,5,1644,2
7,6,1380,3
9,5,2583,1
8,8,1000,1
6,1,2849,0
6,4,2945,4
9,3,2740,0
2,4,2141,4
6,1,1698,3
3,5,1668,3
8,4,2042,1
4,2,1465,1
6,9,1474,0
9,0,2904,0
6,9,2620,1
1,7,1127,2
0,0,2515,1
7,5,2134,4
5,4,1709,0
8,8,1281,2
2,3,2888,4
3,8,2266,4
6,9,2190,2
7,7,1425,3
7,0,1379,2
0,0,1310,2
8,2,2595,2
2,6,1459,0
5,3,1766,2
6,2,2044,2
4,0,2206,3
2,1,2064,3
0,7,2373,2
0,0,1727,3
6,2,1138,4
9,7,1715,2
0,5,1570,4
8,0,1857,1
4,7,1808,0
9,7,2807,2
5,4,2463,1
1,0,1277,0
0,5,1964,4
9,1,1222,2
4,4,1726,4
3,2,1629,1
7,1,2440,4
6,6,2218,3
5,8,1171,4
0,3,1101,4
4,8,1526,0
0,0,1743,4
3,5,2720,1
