9,0,2723,2
4,4,2855,0
3,2,1899,4
4,0,2146,3
5,8,1890,1
3,2,2815,0
7,0,1046,0
4,6,2547,2
5,8,1855,1
0,1,2009,2
3,2,2352,4
0,0,2298,3
3,9,1380,4
1,0,1495,2
0,7,1203,1
8,3,1163,4
8,6,1324,1
2,5,2075,3
0,8,2826,2
9,0,2135,3
2,5,1762,1
6,2,1784,0
6,3,2720,0
0,7,1634,4
4,3,2831,3
6,9,1233,3
8,8,2623,1
1,1,2557,4
8,5,2686,4
3,1,2935,4
8,4,2306,2
7,9,2203,2
7,5,1771,4
6,4,1422,4
9,5,2067,1
8,3,1008,1
6,6,2495,0
8,5,2921,3
7,4,2269,0
2,6,1580,4
0,9,1125,0
5,7,2280,2
3,4,1657,0
5,0,2179,4
4,2,2551,4
1,7,1280,1
3,7,2531,4
7,1,2136,3
9,7,2335,2
0,5,1474,3
3,5,1733,2
5,5,2044,1
0,1,2650,2
1,3,1281,2
2,3,2874,1
3,5,2274,0
6,7,1248,1
9,1,2671,0
