1,8,1426,3
6,4,2187,2
6,8,1825,0
9,4,1526,0
3,0,2011,4
4,7,1697,1
3,6,2624,0
0,4,1984,3
0,3,1397,1
6,3,2488,0
4,0,1407,4
3,9,1423,1
4,6,1352,3
3,0,1423,4
9,7,1625,3
3,8,1314,2
2,2,2094,3
4,4,1415,3
7,3,1957,4
5,2,1819,4
3,6,2126,1
6,5,1185,1
7,8,2667,4
9,9,1818,0
5,9,2241,1
3,6,2781,2
6,0,2037,2
1,5,1792,2
1,5,2016,2
5,9,1292,4
1,2,1979,1
1,4,2140,3
2,9,1251,2
6,9,2094,0
2,4,2965,1
9,7,1984,4
6,6,2882,1
1,0,2243,3
7,7,2012,1
4,1,2619,0
5,8,2679,1
6,3,2829,4
3,2,1448,1
8,9,2016,3
3,8,1497,2
2,8,2476,1
7,0,2850,4
8,4,2957,3
5,9,2641,0
0,4,1695,2
8,5,2403,1
7,4,1027,1
6,0,2392,3
1,9,2473,1
6,4,1186,4
6,2,2276,2
5,3,1606,4
1,6,1753,1
