5,6,2894,2
1,2,2282,0
7,5,1859,1
0,2,2125,1
0,1,1851,3
8,4,1970,2
8,4,2924,2
8,5,1654,3
3,5,1318,0
3,3,1996,3
1,4,1363,1
7,4,2964,0
3,4,1368,0
0,4,2408,0
8,2,2499,4
7,0,1675,1
2,7,2540,3
3,3,2122,2
3,7,1846,0
7,6,1468,1
8,1,1868,0
1,0,1908,4
9,0,1622,3
9,6,2987,3
6,4,2708,0
8,3,1256,1
6,7,2303,1
3,0,1065,3
5,4,1308,3
9,1,1065,2
4,8,1098,1
9,2,2218,4
1,8,2016,0
9,0,2090,4
4,9,1218,2
6,3,2063,0
0,7,2587,1
2,3,1484,0
2,2,2098,3
6,7,2908,0
1,5,2007,2
4,9,2276,0
3,9,1796,0
2,3,1586,1
2,6,1790,4
2,7,2402,0
3,7,2034,1
7,5,1365,4
7,9,1322,3
2,7,2905,1
6,4,2456,1
3,9,2294,3
4,7,2039,2
7,9,2205,0
9,2,2143,2
4,8,1769,2
4,0,2943,1
8,0,2815,4
