2,9,1381,4
1,9,1459,0
6,9,2537,0
9,4,1020,1
7,0,1237,0
2,5,2271,0
6,3,2143,1
5,0,2654,0
6,1,2370,1
3,1,2987,0
6,9,2345,3
4,7,2730,2
7,4,1313,1
3,1,1666,3
6,6,2554,4
7,4,1676,4
3,7,2694,4
0,8,1202,1
9,9,2280,3
0,5,2529,0
9,7,1702,2
1,8,2375,4
8,5,2967,2
9,2,1349,4
7,1,1574,4
0,2,1053,4
6,3,2156,3
0,3,1412,0
6,7,2041,4
1,3,1217,2
0,1,1659,2
5,7,2444,4
7,7,1204,0
3,2,1151,3
2,5,2648,1
0,2,1896,2
4,8,2924,2
7,5,2532,2
5,8,2712,4
5,3,1141,3
9,2,1189,2
1,1,2285,4
7,8,1824,2
6,8,1296,2
3,5,1748,4
3,6,1717,0
3,0,1155,4
0,8,2293,0
8,4,2286,4
9,2,2490,4
7,3,2343,3
8,6,2097,0
9,2,2998,0
0,5,1416,2
9,1,2368,1
9,8,2224,1
0,3,1169,4
3,6,2523,1
