7,4,1221,1
9,5,2069,1
9,1,2847,1
0,5,2153,4
9,3,1150,0
3,2,1546,4
7,9,1555,0
7,5,1287,1
6,0,2143,4
8,0,1357,2
7,5,1015,3
7,4,1775,3
5,3,2142,2
4,8,2733,1
1,4,1632,4
1,8,1055,4
8,9,1074,3
6,8,2857,3
0,3,1093,1
5,3,2167,4
6,5,2562,1
2,2,2095,3
4,3,1406,4
0,9,1747,3
3,6,2901,4
3,5,1550,2
8,3,1343,1
3,0,2788,3
0,6,1775,2
9,4,1396,3
9,5,1008,3
5,1,2247,4
4,3,2441,1
7,7,2544,4
7,6,1384,3
0,6,2859,2
1,6,2952,3
9,5,1199,2
6,2,1388,0
5,2,2478,3
1,8,2803,0
6,5,1634,2
7,9,2196,0
4,1,1183,4
5,7,2993,0
2,8,1494,4
3,3,1637,3
9,2,2813,1
9,6,1800,2
5,2,1145,1
2,9,1207,0
4,8,2422,3
2,0,2590,1
5,5,2266,3
6,0,2896,0
2,4,1896,3
4,7,2234,4
9,1,2408,3
