7,8,2991,2
6,3,2004,0
2,6,2789,2
2,3,2686,1
1,0,2634,1
2,6,2187,3
7,5,2089,3
2,2,1082,2
2,4,2778,2
9,1,2407,2
2,9,1180,0
1,0,2504,3
5,1,2474,1
2,6,2396,3
9,1,1273,1
9,9,2635,0
4,2,2773,3
7,4,1210,0
6,0,1673,3
5,6,1174,0
3,2,2038,4
7,0,2662,2
4,1,1303,4
5,4,2026,4
5,0,1605,1
6,3,1584,2
3,5,1903,4
4,6,1563,1
0,8,2671,4
9,7,1628,3
2,7,1258,1
3,2,1723,2
5,1,1421,3
5,4,2749,2
2,5,2690,0
8,8,2365,2
0,2,1611,1
1,4,2644,1
0,0,1603,1
8,4,1794,3
4,4,2018,1
3,4,1796,2
8,6,1927,4
0,7,1006,4
1,4,1421,1
8,8,2656,0
4,4,2504,4
5,4,1811,3
9,3,1687,3
2,6,1163,2
0,7,2577,4
7,3,1828,3
4,4,2346,1
3,4,2246,2
8,0,2205,2
6,6,2594,0
5,2,1072,4
3,7,2628,3
