6,2,1796,3
5,4,2331,4
4,0,2103,1
9,1,1897,3
0,7,2325,4
3,4,2741,1
6,2,2774,0
1,4,2036,2
4,6,1917,3
1,1,1684,3
1,0,1572,3
8,4,1886,2
6,0,1698,0
2,7,1270,3
8,0,1654,0
6,3,2264,2
5,9,2938,4
5,3,2923,0
1,1,2514,0
6,2,1999,1
3,5,2604,2
4,6,2720,2
3,3,2992,2
8,7,2034,1
4,1,2719,0
7,1,1700,4
8,1,1270,4
8,6,1631,4
1,9,1257,1
2,4,2854,1
6,7,1578,4
6,3,2486,3
2,0,1905,1
4,3,2372,0
6,4,1411,1
7,1,1027,0
1,4,1437,3
5,1,2701,4
9,3,2199,4
7,6,1719,4
7,2,2323,0
5,0,1615,4
1,9,1292,4
3,5,2751,2
2,8,1258,4
3,8,2217,0
9,6,1803,4
0,5,1706,1
6,3,1289,3
5,6,2009,2
6,1,1975,1
9,9,1574,0
2,2,1701,4
1,4,2125,4
7,0,2458,2
0,4,2547,0
3,9,1287,0
9,8,2229,3
