2,9,1103,3
6,7,2312,0
7,8,2453,2
3,6,1791,4
6,8,2395,1
8,9,2055,4
5,6,1395,3
2,4,1417,3
4,9,2202,2
4,9,1287,4
4,9,2648,3
6,5,1005,2
2,3,2079,3
5,0,2818,2
6,8,2346,4
7,8,2534,1
8,2,1197,2
7,5,2132,0
0,7,1001,0
5,7,1775,1
2,6,2774,3
2,8,2070,1
4,3,1832,4
4,8,1217,4
7,2,1772,2
4,9,1731,1
5,5,2698,0
0,2,1288,4
4,3,2418,1
8,3,1366,1
6,0,2097,2
7,6,1181,1
1,0,2267,3
6,6,1096,2
4,2,2735,3
1,7,1932,2
4,9,1672,0
4,0,1686,2
3,3,2136,0
1,1,1935,4
7,4,1085,1
9,1,2152,2
6,9,1470,3
5,0,2288,0
3,3,2876,4
2,5,2539,1
9,3,1923,1
8,7,2138,3
8,1,2024,4
3,6,2791,4
4,9,1258,0
9,4,2135,0
4,7,2562,3
0,6,2952,2
7,4,2037,4
1,3,2722,4
9,9,1118,4
8,0,2024,1
